match_id,duration,first_blood_time,radiant_win,region
8130691094,1909,5,False,8.0
8130703904,3283,351,True,8.0
8130704860,2028,104,False,3.0
8130726038,2515,57,True,38.0
8130743086,2201,7,False,8.0
8130787717,1561,252,True,3.0
8130789301,1632,376,False,3.0
8130804481,2025,149,True,8.0
8130837060,1750,520,True,3.0
8130851566,3423,137,False,38.0
8130856122,1966,56,True,2.0
8130857467,2662,74,True,38.0
8130859860,2637,83,True,2.0
8130861735,2706,31,False,38.0
8177427840,1724,184,False,3.0
8177448812,1938,177,False,3.0
8177471648,1418,100,False,3.0
8177511519,1346,83,True,5.0
8177544131,2771,92,True,5.0
8177548797,1863,167,False,3.0
8177553575,1587,119,False,3.0
8177574719,1564,196,False,3.0
8177575620,1642,218,True,3.0
8177594867,1869,241,False,3.0
8177600113,1403,81,True,3.0
8177620521,2576,0,True,5.0
8177623202,1742,94,False,3.0
8177624598,1838,307,True,3.0
8177654372,2413,129,False,3.0
8177655391,1824,10,True,3.0
8177667457,1962,259,True,3.0
8177682208,1940,69,True,5.0
8177686952,2312,13,False,3.0
8177696683,1081,75,True,3.0
8177704709,1810,5,False,3.0
8177721281,1863,334,True,3.0
8177724953,2691,77,False,5.0
8177728047,1653,54,False,3.0
8177751905,3154,125,False,3.0
8177756685,1622,9,False,3.0
8177760680,1491,95,True,3.0
8177780467,1850,78,False,3.0
8177788900,2107,7,False,3.0
8177793345,2851,200,False,3.0
8177794011,1330,94,False,5.0
8177795582,1938,120,True,3.0
8177795770,1569,0,True,3.0
8177795894,2499,3,True,3.0
8177798509,2658,96,True,3.0
8177823767,2006,204,True,3.0
8177831197,1601,195,True,3.0
8177852146,1463,291,False,3.0
8177855288,1827,40,True,5.0
8177855729,2389,120,False,3.0
8177857052,1107,111,False,3.0
8177857062,1655,257,False,3.0
8177872455,1454,79,False,3.0
8177873642,2631,103,True,3.0
8177923608,2148,67,True,5.0
8177951479,1633,290,True,3.0
8177966388,2416,67,False,3.0
8177969448,1863,89,True,8.0
8177972205,1609,208,True,3.0
8177979992,1158,41,True,3.0
8177986924,3232,10,False,3.0
8177993088,1552,144,False,3.0
8178003870,1702,440,True,3.0
8178044015,2120,0,False,8.0
8178054279,2750,78,True,3.0
8178060009,1676,418,False,3.0
8178071101,2294,233,False,3.0
8178082411,3455,290,True,3.0
8178089669,2647,143,True,3.0
8178103548,2931,0,True,3.0
8178120191,1441,354,False,3.0
8178171274,1341,297,False,3.0
8178198896,1679,0,False,3.0
8178209050,1917,125,False,3.0
8178216513,1475,526,False,3.0
8178217730,2697,195,True,3.0
8178219176,1920,89,False,3.0
8178223689,1700,123,True,3.0
8178253813,1832,178,True,3.0
8178268869,1695,272,False,3.0
8178287873,2050,169,False,3.0
8178293395,2032,232,True,3.0
8178314447,793,0,True,3.0
8178324753,1447,23,False,3.0
8178324968,2248,122,False,3.0
8178331701,3004,207,True,3.0
8178336438,2096,0,False,3.0
8178367933,1424,98,False,3.0
8178375501,1720,267,True,3.0
8178396014,2231,2,False,3.0
8178416582,1982,248,True,3.0
8178426492,2963,151,False,3.0
8178427331,2320,6,False,3.0
8178469971,1311,30,True,3.0
8178495419,1849,8,True,3.0
8178498792,3983,7,True,3.0
8178503846,2172,155,True,3.0
8178521185,2311,0,True,3.0
8178522945,2363,106,True,3.0
8178525826,1802,133,True,3.0
8178538946,1926,377,False,3.0
8178591646,1806,621,True,3.0
8178593435,2299,8,False,3.0
8178594096,2183,354,False,3.0
8178628428,1603,584,True,3.0
8178655430,1897,317,False,3.0
8178684441,1935,82,False,3.0
8178710799,2262,10,False,3.0
8178733675,1486,125,True,3.0
8178754633,2167,105,True,3.0
8178780467,1955,81,True,3.0
8178804557,1637,5,True,3.0
8178880673,1421,284,True,3.0
8178887160,1844,57,True,3.0
8178903669,1919,53,True,3.0
8178913011,1311,20,False,3.0
8178930302,2024,230,True,3.0
8178935345,1700,4,True,3.0
8178952422,2002,247,True,5.0
8178960515,1824,6,False,3.0
8178961489,1584,164,True,3.0
8178987166,1660,13,True,3.0
8178990263,1396,145,True,3.0
8178998050,2044,38,False,5.0
8179009679,2052,5,False,8.0
8179017369,1988,88,True,3.0
8179019664,2345,141,False,3.0
8179049314,1507,27,True,8.0
8179054283,1795,212,True,3.0
8179062872,1775,79,False,3.0
8179082996,1740,219,True,5.0
8179089815,1546,19,True,3.0
8179099202,1361,53,False,3.0
8179111296,1805,142,True,8.0
8179123839,1311,92,True,3.0
8179125294,2353,24,True,3.0
8179125852,1703,9,True,3.0
8179129689,2164,313,False,3.0
8179129826,3255,4,True,3.0
8179134569,1365,77,True,3.0
8179137861,2412,120,True,5.0
8179157854,1928,73,False,8.0
8179166135,1390,132,False,3.0
8179173519,2204,259,False,3.0
8179191377,2436,255,True,3.0
8179198444,3136,135,False,3.0
8179201399,1738,147,True,3.0
8179215784,3812,239,False,3.0
8179237302,1638,116,True,5.0
8179274481,1899,45,True,3.0
8179287930,2071,77,False,8.0
8179288051,2062,192,False,3.0
8179295960,1463,46,True,3.0
8179312828,2584,108,False,3.0
8179315610,2070,23,False,3.0
8179354728,1350,310,False,3.0
8179356848,3736,376,True,3.0
8179369846,2648,52,False,8.0
8179380598,1499,5,False,3.0
8179388679,1902,148,False,3.0
8179413360,1307,147,True,3.0
8179420583,2565,72,False,3.0
8179426172,2561,150,False,3.0
8179462186,2190,125,True,8.0
8179474408,1558,541,False,3.0
8179504218,2253,5,True,3.0
8179526188,1925,122,True,3.0
8179529448,2572,103,False,3.0
8179530870,1357,286,False,3.0
8179545992,1499,130,False,8.0
8179555786,2050,88,True,3.0
8179557618,2104,62,True,3.0
8179578956,1862,611,True,3.0
8179604750,1809,0,False,8.0
8179632650,2160,12,False,3.0
8179639324,1982,164,True,3.0
8179641463,1554,241,True,3.0
8179644342,2599,268,True,3.0
8179660274,2348,5,False,3.0
8179672356,2050,152,True,8.0
8179680428,1556,95,False,3.0
8179690071,1044,455,False,3.0
8179727963,1854,136,False,3.0
8179729304,2851,0,False,3.0
8179735864,2349,247,False,3.0
8179747680,1371,64,True,3.0
8179754432,2510,199,False,3.0
8179760953,1485,190,True,8.0
8179788458,2342,13,False,3.0
8179818758,2469,104,False,3.0
8179820296,2653,164,True,3.0
8179821239,1502,8,False,8.0
8179822056,2480,102,True,3.0
8179825453,1995,5,True,3.0
8179852572,2095,114,True,3.0
8179868856,2035,258,True,3.0
8179880310,2614,0,False,3.0
8179891860,1707,128,False,3.0
8179905694,2404,253,True,3.0
8179916448,1598,319,False,3.0
8179936519,2451,0,True,3.0
8179938521,1959,0,True,3.0
8179949137,1667,316,False,3.0
8179978901,1697,209,False,3.0
8179982883,1438,0,True,3.0
8180003744,1789,238,False,3.0
8180027530,2209,327,True,3.0
8180052500,1809,256,False,3.0
8180077818,2665,110,True,3.0
8180134750,1474,39,True,3.0
8180161624,2059,142,True,3.0
8180212260,1360,175,False,5.0
8180226672,1904,112,True,3.0
8180262568,1813,57,True,5.0
8180264938,1826,83,True,3.0
8180268473,1524,223,True,3.0
8180301019,1837,328,False,3.0
8180310698,1569,106,True,3.0
8180345283,1610,134,True,3.0
8180346837,1635,112,True,3.0
8180367873,2212,135,True,5.0
8180385294,1714,0,False,3.0
8180399917,1757,150,True,3.0
8180430423,1795,70,False,3.0
8180440533,1604,103,True,3.0
8180450230,2454,190,True,5.0
8180457798,1563,221,True,8.0
8180477762,1987,132,False,3.0
8180509825,1908,109,False,3.0
8180519376,2187,61,False,8.0
8180525001,1671,187,False,5.0
8180531711,1407,111,True,3.0
8180559999,1840,47,True,3.0
8180583199,2148,125,False,3.0
8180617180,1532,106,True,8.0
8180621419,1631,66,True,3.0
8180645685,1594,0,False,3.0
8180684718,1828,84,False,3.0
8180688985,2167,120,False,8.0
8180707977,1091,209,True,3.0
8180842253,1411,366,True,3.0
8180843623,2186,105,True,8.0
8180858462,2776,340,True,3.0
8180895750,2457,50,True,8.0
8180913139,1780,457,False,3.0
8180959776,2064,169,False,8.0
8181007010,1631,189,True,3.0
8181016788,1873,124,False,3.0
8181037874,2045,29,True,8.0
8181089958,1133,202,True,3.0
8181115589,983,0,False,3.0
8181131816,2107,107,True,8.0
8181146960,1705,128,True,3.0
8181154673,2024,116,True,3.0
8181166277,1941,252,False,3.0
8181171260,2514,41,False,3.0
8181185346,2010,92,False,3.0
8181253681,2042,0,False,8.0
8181273873,2277,122,True,3.0
8181275866,1857,122,True,3.0
8181284015,1785,46,True,3.0
8181307882,2533,13,True,3.0
8181347176,2781,130,True,8.0
8181400323,2061,266,True,3.0
8181406947,2426,73,False,3.0
8181420740,1909,84,True,3.0
8181441578,2908,186,False,3.0
8181445296,1827,259,True,3.0
8181484793,2855,108,False,3.0
8181495153,1446,147,True,3.0
8181514705,1240,280,True,3.0
8181522405,1949,51,False,3.0
8181539594,1486,0,False,3.0
8181545391,3176,77,True,3.0
8181552955,2274,0,False,3.0
8181556598,995,0,False,3.0
8181606141,1025,136,True,3.0
8181609318,2233,335,True,3.0
8181621626,2213,43,True,3.0
8181663192,1777,101,False,3.0
8181686266,2140,139,False,3.0
8181699152,1680,199,False,3.0
8181729791,1452,18,False,3.0
8181731230,1944,185,True,3.0
8181752203,2120,25,True,3.0
8181780512,1840,153,True,3.0
8181805472,1789,314,False,3.0
8181830986,2035,205,True,3.0
8181860472,1759,116,False,3.0
8181932231,2183,5,True,5.0
8181960793,1592,212,True,3.0
8181975347,2952,106,False,5.0
8181976076,1773,143,False,3.0
8181987156,1606,86,True,3.0
8182005753,1644,153,False,3.0
8182019745,1314,291,True,3.0
8182032708,2055,18,False,3.0
8182032985,2227,6,False,5.0
8182050101,1768,324,True,3.0
8182069471,1427,229,True,3.0
8182085102,2197,302,False,8.0
8182088255,1781,205,True,3.0
8182090248,1784,63,True,5.0
8182103543,1621,55,True,3.0
8182128524,1608,225,True,3.0
8182131281,1396,107,True,8.0
8182134103,2736,0,False,5.0
8182139848,1789,6,False,3.0
8182178472,1493,136,True,3.0
8182184662,2200,107,False,3.0
8182190353,2867,150,True,3.0
8182207065,1937,97,True,5.0
8182216810,2489,254,False,3.0
8182225715,1173,67,True,3.0
8182227741,1539,16,True,8.0
8182235233,1780,164,True,3.0
8182262868,1371,141,False,3.0
8182280105,2569,10,True,5.0
8182281496,2141,0,True,3.0
8182290372,2280,0,False,3.0
8182291555,1358,143,True,3.0
8182307622,1560,0,True,8.0
8182319653,1256,99,False,3.0
8182328732,1791,228,False,3.0
8182338672,2192,114,False,3.0
8182367054,1508,174,True,8.0
8182367282,1329,3,False,3.0
8182370121,1464,68,False,3.0
8182390320,1460,29,False,3.0
8182414353,2111,110,False,3.0
8182416523,663,48,True,3.0
8182423670,1800,107,True,3.0
8182440662,1659,0,False,3.0
8182447088,1880,158,False,3.0
8182460621,2307,150,True,8.0
8182525720,1710,130,True,3.0
8182526425,2955,34,False,3.0
8182533747,1953,3,False,3.0
8182543107,2127,105,False,3.0
8182559387,1558,98,True,8.0
8182616035,1923,106,True,3.0
8182616385,2237,79,False,3.0
8182634468,1740,48,True,8.0
8182654920,2674,4,True,3.0
8182704341,1464,208,True,3.0
8182713861,2429,145,True,3.0
8182719647,2577,60,False,3.0
8182729201,2408,14,False,8.0
8182791788,2897,195,False,3.0
8182827545,3602,105,True,3.0
8182838357,2292,176,True,3.0
8182848909,2068,0,True,8.0
8182905812,1901,0,True,3.0
8182907583,2666,252,False,3.0
8182957076,2024,6,False,3.0
8182987737,1546,0,True,3.0
8183037897,2064,109,True,3.0
8183053898,1634,0,True,3.0
8183069370,1796,111,True,3.0
8183112139,1772,193,False,3.0
8183152505,1697,193,True,3.0
8183184481,1830,352,True,3.0
8183217489,1898,147,False,3.0
8183245141,1818,102,True,3.0
8183267430,2139,366,False,3.0
8183293669,1485,136,True,3.0
8183315150,1989,113,True,3.0
8183339799,1635,82,False,3.0
8183394846,1964,187,True,5.0
8183434444,1999,139,False,3.0
8183435040,1585,498,True,3.0
8183439256,2343,0,False,5.0
8183459669,1502,213,False,3.0
8183462301,1426,123,False,3.0
8183486338,1445,103,False,3.0
8183491598,1473,302,True,3.0
8183505164,2288,186,False,5.0
8183518471,1510,0,False,3.0
8183519596,1397,8,False,3.0
8183549147,1252,21,True,3.0
8183565369,2129,0,False,5.0
8183565640,2077,49,True,3.0
8183568543,1872,113,False,8.0
8183579337,2176,3,False,3.0
8183602974,1829,192,False,3.0
8183610770,1860,0,True,5.0
8183612629,1438,54,True,8.0
8183623679,1620,149,True,3.0
8183642521,2601,22,True,3.0
8183649935,1721,26,False,3.0
8183663841,2570,101,False,3.0
8183683390,1482,112,True,5.0
8183691442,1488,154,False,3.0
8183693792,2876,100,True,8.0
8183705382,2021,8,False,8.0
8183722972,3355,107,True,3.0
8183723927,1450,9,True,3.0
8183737094,2255,196,False,3.0
8183746750,1878,43,True,5.0
8183768310,2138,86,False,3.0
8183776769,1866,79,True,8.0
8183816767,1390,105,True,3.0
8183820730,2231,97,True,5.0
8183837907,2523,9,False,3.0
8183839954,979,74,False,8.0
8183845285,2439,16,True,3.0
8183867879,1948,199,False,3.0
8183911809,2129,96,False,8.0
8183945792,2460,6,True,3.0
8183954867,1833,196,True,3.0
8183956491,2674,107,False,3.0
8184016895,1645,66,True,8.0
8184028036,1515,152,True,3.0
8184065525,1362,109,False,3.0
8184093817,1296,227,True,3.0
8184093905,2397,150,True,3.0
8184130094,1728,69,True,3.0
8184151828,2836,3,False,8.0
8184206856,1957,93,False,3.0
8184273990,2494,68,False,3.0
8184289162,2298,0,True,8.0
8184294471,1733,46,True,3.0
8184390264,1606,0,False,3.0
8184403058,1831,0,False,3.0
8184477520,2346,44,True,8.0
8184569776,1900,239,True,3.0
8184590344,2160,288,False,3.0
8184626100,1633,107,True,3.0
8184670170,2359,85,True,3.0
8184672551,1895,137,True,3.0
8184716669,2048,184,False,3.0
8184734925,2190,0,False,3.0
8184755769,1940,145,True,3.0
8184786386,1957,84,True,3.0
8184812705,1300,220,False,3.0
8184833479,2099,193,False,3.0
8184864760,1374,108,False,3.0
8184905902,1307,75,True,3.0
8184951134,2388,99,False,3.0
8184956394,2384,238,True,5.0
8184991204,1692,189,True,3.0
8184994140,3399,0,False,8.0
8185005133,1811,121,True,3.0
8185005219,1938,119,True,3.0
8185018840,1477,0,False,5.0
8185042380,2018,66,True,3.0
8185068858,2220,88,False,3.0
8185070229,2445,0,True,3.0
8185076332,2342,219,True,8.0
8185090513,1670,223,False,5.0
8185090679,1460,55,False,3.0
8185141483,2364,0,False,3.0
8185142163,1589,210,False,3.0
8185148568,4356,226,True,8.0
8185150004,2551,225,True,3.0
8185161579,1468,235,True,5.0
8185177261,2818,185,True,8.0
8185189522,1233,125,False,3.0
8185213219,2416,105,True,5.0
8185226987,2439,136,False,3.0
8185232589,1631,291,True,3.0
8185238431,2439,325,False,3.0
8185262073,2303,86,False,8.0
8185278759,2407,374,True,3.0
8185281181,3247,304,True,8.0
8185314721,2408,218,True,5.0
8185317228,1974,80,False,3.0
8185322383,2092,0,True,3.0
8185340630,1562,114,True,8.0
8185341166,1666,26,True,8.0
8185374108,2110,7,False,3.0
8185397922,1558,0,False,8.0
8185402343,1953,112,False,8.0
8185407471,3103,107,True,8.0
8185415418,3130,56,False,5.0
8185418393,1477,0,False,8.0
8185511554,2588,12,True,8.0
8185524355,2063,59,True,8.0
8185600616,2752,43,False,3.0
8185626996,2554,112,True,8.0
8185631761,3098,0,True,8.0
8185637024,3195,115,False,8.0
8185744704,1731,93,False,3.0
8185759301,2634,136,False,8.0
8185803240,2181,0,True,8.0
8185803654,2014,0,False,8.0
8185897031,2929,6,True,8.0
8185912619,2189,345,True,8.0
8185983891,2360,186,True,3.0
8186020710,1640,93,False,8.0
8186063629,2450,27,True,8.0
8186097760,1784,14,False,8.0
8186101644,2047,39,True,3.0
8186157406,1777,94,False,8.0
8186174264,1547,132,True,8.0
8186212116,3199,307,False,3.0
8186257942,2464,115,True,8.0
8186332629,3777,192,False,3.0
8186343151,1982,6,True,8.0
8186403572,1566,12,False,8.0
8186454260,3351,0,True,3.0
8186524440,2113,13,False,3.0
8186692639,2620,132,True,5.0
8186700380,1749,331,False,3.0
8186736926,1711,177,False,3.0
8186758302,1697,180,False,5.0
8186774305,780,147,False,3.0
8186803129,1500,250,False,5.0
8186804149,1591,100,False,3.0
8186845040,1638,362,True,3.0
8186855105,2060,0,True,5.0
8186907617,1877,374,True,3.0
8186920134,1737,11,False,8.0
8186941030,2102,25,False,5.0
8186964517,2389,339,False,3.0
8186979292,2270,165,True,8.0
8187033302,1449,188,True,3.0
8187040217,2224,88,True,3.0
8187072735,2186,7,True,5.0
8187095003,3312,107,False,8.0
8187167601,2442,63,False,5.0
8187205228,2970,224,False,8.0
8187259120,2645,150,False,8.0
8187260532,2003,0,True,8.0
8187262023,2239,58,False,8.0
8187263527,2225,106,False,8.0
8187268778,2207,306,False,5.0
8187270975,1187,0,True,8.0
8187282177,1638,156,True,8.0
8187313774,2406,16,True,3.0
8187339350,1812,60,False,8.0
8187370723,1921,0,True,8.0
8187370770,3708,102,False,8.0
8187370909,1619,1,False,8.0
8187373116,2117,0,True,8.0
8187373699,1895,119,False,8.0
8187444482,1517,107,False,8.0
8187448604,2889,0,False,8.0
8187481726,1718,93,True,8.0
8187485461,1735,158,True,8.0
8187493582,2478,0,False,8.0
8187522475,2984,189,True,3.0
8187533801,2847,140,True,8.0
8187535364,1484,0,False,8.0
8187572655,1706,21,True,8.0
8187575659,1657,112,False,8.0
8187581185,2109,0,False,8.0
8187582071,1943,0,False,8.0
8187592588,2448,10,True,8.0
8187609590,1312,22,True,8.0
8187619250,1511,143,True,8.0
8187665245,2260,168,False,8.0
8187668360,1975,210,True,3.0
8187683492,1213,8,True,8.0
8187683798,2470,58,True,8.0
8187698816,1905,4,True,8.0
8187706632,1971,126,True,8.0
8187742905,1514,86,False,8.0
8187762284,1425,113,False,8.0
8187794907,1683,57,False,8.0
8187804922,2880,115,False,3.0
8187836594,2537,17,True,8.0
8187868317,1675,4,True,8.0
8187923027,885,8,True,3.0
8187951794,1657,116,True,8.0
8188015090,2267,111,False,8.0
8188033278,1900,148,False,3.0
8188051616,2150,452,False,3.0
8188084118,1941,163,True,3.0
